child_lemma	child_pos	child_case	child_number	parent_lemma	parent_pos	parent_case	parent_number	text	sentence	sentence_id	child_lemma_total
puhkus	NOUN	Gen	Sing	planeerimine	NOUN	Par	Sing	puhkuse planeerimist	Millal te alustate oma ___puhkuse___ ___planeerimist___ ?	32405	61
turism	NOUN	Gen	Sing	areng	NOUN	Par	Sing	Turismi arengut	___Turismi___ ___arengut___ mõjutavad mitmed faktorid .	32430	12
turism	NOUN	Gen	Sing	areng	NOUN	Par	Sing	turismi arengut	Kuidas haridustaseme tõus mõjutab ___turismi___ ___arengut___ ?	32446	12
laps	NOUN	Gen	Sing	mängu_tuba	NOUN	Par	Sing	lapse mängutuppa	Kas see on normaalne perepuhkus , kui me jätame ___lapse___ ___mängutuppa___ mängima ?	32496	810
täna_päev	NOUN	Gen	Sing	turist	NOUN	Par	Sing	Tänapäeva turisti	___Tänapäeva___ ___turisti___ iseloomustab soov viibida vähem rahvastatud piirkondades , suur huvi kohaliku kultuuri ja eluviisi vastu , suurenev huvi säästva , keskkonnasõbraliku reisimise ja ökoturismi vastu .	32505	78
nõudlus	NOUN	Gen	Sing	suurenemine	NOUN	Par	Sing	nõudluse suurenemist	Eriti on märgata ___nõudluse___ ___suurenemist___ maaturismi järele .	32506	6
talu	NOUN	Gen	Sing	toodang	NOUN	Par	Sing	Talu toodangut	___Talu___ ___toodangut___ müüakse ka külastajatele .	32521	37
pere	NOUN	Gen	Plur	vajadus	NOUN	Par	Plur	perede vajadusi	Nendes turismiettevõtetes on majutus , toitlustus , vaba aja veetmine ja ka hinnad kujundatud lastega ___perede___ ___vajadusi___ ja võimalusi arvestades .	32538	277
puhkus	NOUN	Gen	Sing	võimalus	NOUN	Par	Plur	puhkuse võimalusi	Invapuhkuse puhul on kõik spetsiaalselt kohandatud vaimse või füüsilise puudega inimeste vastuvõtmiseks , samal ajal pakutakse suurepärase ___puhkuse___ ___võimalusi___ ka nende hooldajatele ja abistajatele .	32548	61
aasta	NOUN	Par	Sing	töö_kogemus	NOUN	Par	Sing	aastat töökogemust	Vabatahtlik peab olema vähemalt 25-aastane ja on hea , kui tal on oma erialal mitu ___aastat___ ___töökogemust___ .	32562	906
elu	NOUN	Gen	Sing	korv_pall	NOUN	Par	Sing	elu korvpalli	Mängin siin kindlasti ___elu___ parimat ___korvpalli___ .	32650	372
treener	NOUN	Gen	Sing	juht_nöör	NOUN	Par	Plur	treeneri juhtnööre	Ta püüab ___treeneri___ ___juhtnööre___ väga täpselt täita .	32682	34
pakk	NOUN	Nom	Sing	küpsis	NOUN	Par	Plur	pakk küpsiseid	Kursuse alguses antakse igale osalejale kaasa üks konserv , ___pakk___ ___küpsiseid___ , puljongikuubik , 100 grammi šokolaadi , pool leiba , sõjaväevorm , tekk , telkmantel , taskunuga , lisaks veel plekkpurke , prügikotte ja voodilinu .	32701	18
gramm	NOUN	Par	Sing	šokolaad	NOUN	Par	Sing	grammi šokolaadi	Kursuse alguses antakse igale osalejale kaasa üks konserv , pakk küpsiseid , puljongikuubik , 100 ___grammi___ ___šokolaadi___ , pool leiba , sõjaväevorm , tekk , telkmantel , taskunuga , lisaks veel plekkpurke , prügikotte ja voodilinu .	32701	4
puljong	NOUN	Nom	Sing	leib	NOUN	Par	Sing	puljong leiba	Eelmisel õhtul oli toiduks ___puljong___ ja pool ___leiba___ , mis nelja mehe peale ära jaotati .	32711	1
keel	NOUN	Gen	Sing	oskus	NOUN	Par	Sing	keele oskust	Paranda oma inglise ___keele___ ___oskust___ kas kooli või töö tarvis ja avasta imekaunis San Diego Californias !	32743	609
tund	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	tund aega	Tavaliselt tulen ___tund___ ___aega___ varem kohale , istun garderoobis ja mõtlen .	32792	555
nõusta=mis_kabinet	NOUN	Gen	Sing	töötaja	NOUN	Par	Sing	nõustamiskabineti töötajat	Preili Lille , ___nõustamiskabineti___ ___töötajat___ , kuulati tähelepanelikult .	32849	1
rida	NOUN	Nom	Sing	lavastus	NOUN	Par	Plur	rida lavastusi	Tema tulek tõi Ugalasse uue hoo ja hingamise , üksteise järel sündis ___rida___ suurepäraseid ___lavastusi___ .	32871	42
täna_päev	NOUN	Gen	Sing	dramaturgia	NOUN	Par	Sing	tänapäeva dramaturgiat	Mängukavva ilmus klassika kõrvale ka head ___tänapäeva___ ___dramaturgiat___ , suurenes lasteetenduste osakaal .	32888	78
sõdur	NOUN	Gen	Plur	tähele_panu	NOUN	Par	Sing	sõdurite tähelepanu	Vahtkonnavahetust ootavate ___sõdurite___ ___tähelepanu___ köidab kena neiu Micaela , kes on tulnud kokkusaamisele oma peigmehe don Joséga .	32910	4
täis_kasvanu	NOUN	Gen	Plur	süda	NOUN	Par	Sing	täiskasvanute südant	Selle originaalse teatri kassid annavad meile armastuse ja headuse õppetunni , nad pehmendavad ___täiskasvanute___ ___südant___ ja rõõmustavad lapsi .	32948	35
andma	NOUN	Gen	Sing	mesi	NOUN	Par	Sing	anna mett	Palun ___anna___ ___mett___ .	33401	1
risu	NOUN	Gen	Sing	tulu	NOUN	Par	Plur	Risu tulle	___Risu___ ___tulle___ !	33411	1
soon	NOUN	Par	Sing	vaarikas	NOUN	Par	Sing	SOONI VAARIKAID	SUVEL ___SOONI___ ___VAARIKAID___ .	33538	2
kasvatus	NOUN	Gen	Sing	tund	NOUN	Par	Sing	kasvatuse tundi	Kas sa lähed rõõmsa meelega kehalise ___kasvatuse___ ___tundi___ ?	33758	43
üksi_kala	NOUN	Gen	Plur	finaal	NOUN	Par	Sing	üksikalade finaali	Uue süsteemi järgi toimub talvel kaks ja kevadel samuti kaks ___üksikalade___ ___finaali___ ning suvel finaal mitmevõistluses .	33789	2
poiss	NOUN	Gen	Plur	jalg_pall	NOUN	Par	Sing	poiste jalgpalli	Lähme kõigepealt ja vaatame teatejooksu , seejärel ___poiste___ ___jalgpalli___ ning lõpuks võtame osa rahvastepallivõistlusest .	33863	262
osa	NOUN	Nom	Sing	õpilane	NOUN	Par	Plur	osa õpilasi	Suur ___osa___ ___õpilasi___ tahtis osa võtta kergejõustikuvõistlustest .	33926	236
hulk	NOUN	Nom	Sing	olümpia_medal	NOUN	Par	Plur	hulk olümpiamedaleid	Siin on väljas väga suur ___hulk___ eestlaste ___olümpiamedaleid___ .	33984	45
eestlane	NOUN	Gen	Plur	olümpia_medal	NOUN	Par	Plur	eestlaste olümpiamedaleid	Siin on väljas väga suur hulk ___eestlaste___ ___olümpiamedaleid___ .	33984	119
keel	NOUN	Gen	Sing	tund	NOUN	Par	Plur	keele tunde	Siin võiks korraldada ka eesti ___keele___ ___tunde___ vene koolide õpilastele .	33992	609
kuld_medal	NOUN	Par	Plur	foto	NOUN	Par	Plur	kuldmedaleid fotosid	Tahan näha ___kuldmedaleid___ ja olümpiavõistlejate ___fotosid___ .	34013	17
eestlane	NOUN	Gen	Plur	kommentaar	NOUN	Par	Plur	eestlaste kommentaare	Loen sumofoorumist ___eestlaste___ ___kommentaare___ ja mind rõõmustab , kuidas nad mulle kaasa elavad .	34067	119
tuul	NOUN	Gen	Sing	suund	NOUN	Par	Sing	tuule suunda	Nad peavad tundma ilmakaari ja meremärke ning oskama määrata ___tuule___ ___suunda___ .	34091	55
maa_ilma_rekord	NOUN	Gen	Sing	püstitamine	NOUN	Par	Sing	maailmarekordi püstitamist	Pärast ___maailmarekordi___ ___püstitamist___ lubas särtsakas piiga endale vaid ühe puhkepäeva .	34113	3
ala	NOUN	Gen	Sing	tipp_sportlane	NOUN	Par	Plur	ala tippsportlasi	Mis ___ala___ ___tippsportlasi___ võib teie klassist tulla ?	34165	63
tund	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	tund aega	Sõit kestis umbes ___tund___ ___aega___ .	34266	555
mäng	NOUN	Gen	Sing	algus	NOUN	Par	Sing	mängu algust	Kaks tundi enne ___mängu___ ___algust___ otsustati , et mäng toimub algusega kell 18.00 - nagu lubatud .	34285	79
laps	NOUN	Gen	Plur	käitumine	NOUN	Par	Sing	laste käitumist	Ühtne rõivastus muudab ___laste___ ___käitumist___ ja loob ühtekuuluvustunde .	34336	810
hulk	NOUN	Gen	Sing	lisa_töö	NOUN	Par	Plur	hulga lisatööd	Koolivorm ei too minu arvates võrdsust , vaid lastele pingeid ja lastevanematele ___hulga___ ___lisatööd___ ning kulutusi , et vormirõivaid korras hoida .	34347	45
komplekt	NOUN	Par	Sing	kooli_rõivas	NOUN	Par	Plur	komplekti koolirõivaid	Arvan , et minu lapsel peaks olema kolm ___komplekti___ ___koolirõivaid___ .	34349	8
inimene	NOUN	Gen	Plur	arvamus	NOUN	Par	Plur	inimeste arvamusi	Ma tean , et on kindlasti PALJU teisitimõtlejaid , aga ma tahaks ikkagi kuulda ___inimeste___ ___arvamusi___ sellel teemal .	34360	1323
enamik	NOUN	Nom	Sing	korra_valvur	NOUN	Par	Plur	enamik korravalvureid	Olete te kunagi mõelnud , miks kannab ___enamik___ ___korravalvureid___ tumesiniseid riideid ?	34366	42
korra_valvur	NOUN	Par	Plur	riie	NOUN	Par	Plur	korravalvureid riideid	Olete te kunagi mõelnud , miks kannab enamik ___korravalvureid___ tumesiniseid ___riideid___ ?	34366	1
elu_kutse	NOUN	Gen	Sing	esindaja	NOUN	Par	Plur	elukutse esindajaid	Ning kui oleks vastupidi , kas saaksime siis kummagi ___elukutse___ ___esindajaid___ sama tõsiselt võtta kui praegu ?	34368	46
auto_signaal	NOUN	Gen	Sing	praksumine	NOUN	Par	Sing	autosignaali praksumist	Kuulmisprobleemidega inimene ei kuule ___autosignaali___ ja leegi ___praksumist___ tulekahju ajal , aga abikoer võib ta eluohtlikust olukorrast päästa .	34591	1
osa	NOUN	Nom	Sing	teadlane	NOUN	Par	Plur	Osa teadlasi	___Osa___ ___teadlasi___ arvab , et eestlased tulid praegusele territooriumile kohe pärast jää sulamist , seega juba 10 000 – 12 000 aastat tagasi .	34724	236
jää	NOUN	Gen	Sing	sulamine	NOUN	Par	Sing	jää sulamist	Osa teadlasi arvab , et eestlased tulid praegusele territooriumile kohe pärast ___jää___ ___sulamist___ , seega juba 10 000 – 12 000 aastat tagasi .	34724	9
president	NOUN	Gen	Sing	vastu_võtt	NOUN	Par	Sing	presidendi vastuvõttu	Koos istutakse kohvilauas , vaadatakse telerist päevasündmusi ja ___presidendi___ ___vastuvõttu___ .	34746	48
inimene	NOUN	Gen	Sing	tervis	NOUN	Par	Sing	inimese tervist	Juuksed peegeldavad ___inimese___ ___tervist___ .	34931	1323
liiter	NOUN	Par	Sing	suhkru_vesi	NOUN	Par	Sing	liitrit suhkruvett	Kuidas reklaamida poolt ___liitrit___ ___suhkruvett___ ?	35110	6
kirjanik	NOUN	Gen	Plur	jutustus	NOUN	Par	Plur	kirjanike jutustusi	Nende ___kirjanike___ toredaid ___jutustusi___ , muinasjutte ja luuletusi ning koomikseid lugesid huviga juba sinuvanuste eesti laste emad ja isad .	35117	41
kilo_gramm	NOUN	Par	Sing	prügi	NOUN	Par	Sing	kilogrammi prügi	Iga Eestis elav inimene tekitab aastas 400 ___kilogrammi___ ___prügi___ .	35168	10
kilo_gramm	NOUN	Gen	Sing	vana_paber	NOUN	Par	Sing	kilogrammi vanapaberit	Kui sa kogud 70 ___kilogrammi___ ___vanapaberit___ , päästad ühe puu .	35169	10
tonn	NOUN	Par	Sing	pakend	NOUN	Par	Plur	tonni pakendeid	Eestis kogutakse aastas umbes 73 000 ___tonni___ ___pakendeid___ .	35170	10
tonn	NOUN	Par	Sing	prügi	NOUN	Par	Sing	tonni prügi	Eesti metsades ja teede ääres on kevadel kuni 10 000 ___tonni___ ___prügi___ .	35172	10
enamik	NOUN	Gen	Sing	kodu_töö	NOUN	Par	Plur	enamiku kodutöid	Robotite asemel teevad ___enamiku___ ___kodutöid___ jälle inimesed ise .	35230	42
mängu_asi	NOUN	Gen	Plur	jõu_jaam	NOUN	Par	Sing	mänguasjade jõujaama	Saab uurida ___mänguasjade___ ___jõujaama___ ja päikeseelektrijaama .	35268	27
tuba	NOUN	Gen	Plur	plaan	NOUN	Par	Sing	tubade plaani	Üks selline abiline jätab meelde ___tubade___ ___plaani___ ja teda võib kasutada asjade transportimiseks .	35345	228
kodu	NOUN	Gen	Sing	kord	NOUN	Par	Sing	kodu korda	Arvutiprogrammi abil süüdatakse lambid , lülitatakse sisse küte , pannakse jooksma vesi , tehakse ___kodu___ ___korda___ ja palju muud .	35370	714
leht	NOUN	Gen	Plur	laste_nurk	NOUN	Par	Sing	lehtede lastenurki	Loe eestikeelseid lasteajakirju või ___lehtede___ ___lastenurki___ .	35647	47
kooli_aasta	NOUN	Gen	Sing	algus	NOUN	Par	Sing	kooliaasta algust	Head ___kooliaasta___ ___algust___ !	35671	28
selja_kott	NOUN	Par	Sing	asi	NOUN	Par	Plur	seljakotti asju	Kui ___seljakotti___ ___asju___ pakid , siis pane kõige alla magamiskott või tekk , seejärel kerged asjad ( pesu , pluusid , püksid , jalatsid ) .	35907	14
suvitaja	NOUN	Par	Plur	omanik	NOUN	Par	Plur	suvitajaid omanikke	Suvel sõidab siia hulgaliselt ___suvitajaid___ , puhkajaid ning suvekodude ___omanikke___ .	35964	1
turist	NOUN	Gen	Plur	pilk	NOUN	Par	Sing	turistide pilku	Võib-olla on see muhulaste rahvakunst : värvikirevad rahvariided , mis püüavad inimeste , eeskätt ___turistide___ ___pilku___ laulupidudel .	35972	33
kool	NOUN	Gen	Plur	õpilane	NOUN	Par	Sing	koolide õpilast	Meid oli keelelaagris kokku 30 õpilast : 15 Ahtme Gümnaasiumist ja 15 erinevate eesti ___koolide___ ___õpilast___ , kellele eesti keel on emakeel .	35987	1013
saar	NOUN	Gen	Sing	kesk_paik	NOUN	Par	Sing	saare keskpaika	Käisime vaatamas Muhu naba ehk Muhu ___saare___ ___keskpaika___ Katariina kirikut , käsitööpoodi ja antiigikauplust .	36017	73
laste_aed	NOUN	Gen	Sing	töötaja	NOUN	Par	Plur	lasteaia töötajaid	Koostasime küsimusi intervjuu jaoks ja intervjueerisime ___lasteaia___ ___töötajaid___ .	36053	28
õpetaja	NOUN	Gen	Sing	mõte	NOUN	Par	Plur	õpetaja mõtteid	Parimad hinded saab õpilane siis , kui kordab ___õpetaja___ ___mõtteid___ .	36137	475
kirjutus-laud	NOUN	Gen	Sing	kord	NOUN	Par	Sing	kirjutuslaua korda	Kõigepealt sean ( teen ) ___kirjutuslaua___ ___korda___ .	36167	4
uru	NOUN	Gen	Sing	kaevamine	NOUN	Par	Sing	uru kaevamist	Rebased oma lapsi kooli ei pannud ega olnud no ̃ us ka metsaelanikele kehtestatud koolimaksuga , sest o ̃ ppekavasse ei lisatud ___uru___ ___kaevamist___ .	36193	1
laht	NOUN	Gen	Sing	kuju	NOUN	Par	Sing	lahe kuju	Ma ei olnud ___lahe___ ___kuju___ .	36290	20
kool	NOUN	Gen	Sing	lugu	NOUN	Par	Plur	kooli lugusid	Kord nädalas kogunevad tema ja veel kaksteist noort Tartu Arsise kellade ___kooli___ ___lugusid___ harjutama .	36507	1013
õpilas_firma	NOUN	Gen	Plur	töö	NOUN	Par	Sing	Õpilasfirmade tööd	___Õpilasfirmade___ ___tööd___ koordineerib tööjuhend .	36523	1
laps	NOUN	Gen	Plur	arvamus	NOUN	Par	Sing	Laste arvamust	___Laste___ ___arvamust___ on vaja kuulata just siis , kui otsustatakse lapse jaoks tähtsaid küsimusi .	36623	810
teelusika_täis	NOUN	Par	Sing	rasv	NOUN	Par	Sing	teelusikatäis rasva	Näiteks on ühes väikeses viineris umbes ___teelusikatäis___ ___rasva___ .	36718	1
tee_lusika_täis	NOUN	Par	Sing	suhkur	NOUN	Par	Sing	teelusikatäit suhkrut	Ühes 1 , 5-liitrises limonaadipudelis on peaaegu 30 ___teelusikatäit___ ___suhkrut___ .	36719	2
pakk	NOUN	Par	Sing	krõps	NOUN	Par	Plur	pakki krõpse	Ma olen ükskord kümme ___pakki___ ___krõpse___ korraga ära söönud .	36728	18
tee_lusika_täis	NOUN	Par	Sing	sool	NOUN	Par	Sing	teelusikatäit soola	Näiteks on ühes 100-grammises pakis krõpsudes umbes pool ___teelusikatäit___ ___soola___ .	36741	2
pakk	NOUN	Gen	Sing	kartuli_krõps	NOUN	Par	Sing	paki kartulikrõpse	Kui sööksime aasta jooksul iga päev ühe 100-grammise ___paki___ ___kartulikrõpse___ , siis saaksime nendest kilogrammi soola ja 13 kilogrammi rasva .	36742	18
kilo_gramm	NOUN	Gen	Sing	sool	NOUN	Par	Sing	kilogrammi soola	Kui sööksime aasta jooksul iga päev ühe 100-grammise paki kartulikrõpse , siis saaksime nendest ___kilogrammi___ ___soola___ ja 13 kilogrammi rasva .	36742	10
kilo_gramm	NOUN	Gen	Sing	rasv	NOUN	Par	Sing	kilogrammi rasva	Kui sööksime aasta jooksul iga päev ühe 100-grammise paki kartulikrõpse , siis saaksime nendest kilogrammi soola ja 13 ___kilogrammi___ ___rasva___ .	36742	10
maitske	NOUN	Nom	Sing	sala	NOUN	Par	Plur	Maitske salateid	___Maitske___ ___salateid___ ja võrrelge .	36772	2
värv	NOUN	Par	Sing	salat	NOUN	Par	Sing	värvi salatit	Poolele taldrikust pane erinevat ___värvi___ ___salatit___ .	36791	96
gramm	NOUN	Par	Sing	kapsas	NOUN	Par	Sing	grammi kapsast	Süües päevas ühe tomati ühe suure porgandi , sada ___grammi___ ___kapsast___ ja rohelisi köögivilju , ühe banaani ja sada grammi tumedamaid marju , saame kätte vajaliku koguse vitamiine ja mineraalaineid .	36795	4
kogus	NOUN	Gen	Sing	vitamiin	NOUN	Par	Plur	koguse vitamiine	Süües päevas ühe tomati ühe suure porgandi , sada grammi kapsast ja rohelisi köögivilju , ühe banaani ja sada grammi tumedamaid marju , saame kätte vajaliku ___koguse___ ___vitamiine___ ja mineraalaineid .	36795	6
nädal	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	nädal aega	Kutsu sõbrad oma sünnipäevale vähemalt ___nädal___ ___aega___ varem , siis saavad nad külaskäiguks paremini ette valmistuda .	36866	225
maa	NOUN	Gen	Plur	rahva_muusika	NOUN	Par	Sing	maade rahvamuusikat	Mulle meeldib erinevate ___maade___ ___rahvamuusikat___ kuulata .	36910	202
leevenda=mine	NOUN	Gen	Sing	vahend	NOUN	Par	Sing	leevendamise vahendit	Juba Aristoteles hindas muusikat kui emotsionaalse pinge ___leevendamise___ ___vahendit___ .	36960	3
laps	NOUN	Gen	Plur	silma_ring	NOUN	Par	Sing	laste silmaringi	See mõtlemine , mis areneb muusikapraktikas , laiendab ___laste___ ___silmaringi___ , seega soodustab vaimset arengut .	36969	810
aasta	NOUN	Gen	Sing	sündmus	NOUN	Par	Plur	aasta sündmusi	Koolitants on noorele tantsijale üks ___aasta___ olulisemaid ___sündmusi___ .	37133	906
üld_laulu_pidu	NOUN	Gen	Sing	pilt	NOUN	Par	Sing	üldlaulupeo pilti	Esimese ___üldlaulupeo___ ___pilti___ ei ole säilinud .	37236	6
tantsu_pidu	NOUN	Gen	Sing	pea_proov	NOUN	Par	Sing	tantsupeo peaproovi	Reedel oli meil võimalus vaadata ka ___tantsupeo___ ___peaproovi___ .	37287	15
nuku_teater	NOUN	Gen	Sing	etendus	NOUN	Par	Plur	nukuteatri etendusi	Ma olen ___nukuteatri___ ___etendusi___ telerist vaadanud .	37332	4
muumi_pere	NOUN	Gen	Sing	seiklus	NOUN	Par	Plur	muumipere seiklusi	Kõik , kellele meeldivad muumid , tulge vaatama ___muumipere___ ___seiklusi___ .	37355	1
kiir_rong	NOUN	Gen	Sing	saabumine	NOUN	Par	Sing	kiirrongi saabumist	Viimased reisijad lahkusid pool tundi pärast ___kiirrongi___ ___saabumist___ .	37475	1
pakk	NOUN	Par	Sing	mängu_kaar	NOUN	Par	Plur	pakki mängukaarte	Tal kulus selleks 1200 ___pakki___ ___mängukaarte___ , ta ei kasutanud liimi ega muud kleepainet .	37503	18
nädal	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	nädal aega	Igal aastal toimub augustikuus ühes Hispaania linnas suur toidufestival , mis kestab ___nädal___ ___aega___ .	37515	225
tonn	NOUN	Par	Sing	tomat	NOUN	Par	Plur	tonni tomateid	Suurtelt veoautodelt visatakse tänavatele inimeste sekka 120 ___tonni___ ___tomateid___ .	37518	10
kaksik	NOUN	Gen	Plur	paare	NOUN	Par	Plur	kaksikute paare	Kaksikute kokkutulekul on kõige rohkem ___kaksikute___ ___paare___ olnud 3961.	37524	8
kilo	NOUN	Par	Sing	friikartul	NOUN	Par	Plur	kilo friikartuleid	Kuu jooksul teeb see umbes kaks ___kilo___ ___friikartuleid___ .	37556	23
protsent	NOUN	Par	Sing	rasv	NOUN	Par	Sing	protsenti rasva	Mitu ___protsenti___ ___rasva___ sisaldab üks portsjon friikartuleid ?	37575	39
portsjon	NOUN	Nom	Sing	friikartul	NOUN	Par	Plur	portsjon friikartuleid	Mitu protsenti rasva sisaldab üks ___portsjon___ ___friikartuleid___ ?	37575	5
stimulaator	NOUN	Par	Sing	amfetamiin	NOUN	Par	Sing	stimulaatorit amfetamiini	Kõik kolm olid kasutanud väsimust kaotavat ___stimulaatorit___ ___amfetamiini___ .	37629	2
indiaanlane	NOUN	Nom	Plur	šokolaad	NOUN	Par	Sing	indiaanlased šokolaadi	Missugusel kujul ___indiaanlased___ ___šokolaadi___ kasutasid ?	37646	5
segu	NOUN	Nom	Sing	karp	NOUN	Par	Sing	segu karpi	Pane ___segu___ ___karpi___ ja karp kaheks tunniks sügavkülma .	37669	2
pakk	NOUN	Nom	Sing	kohu_piim	NOUN	Par	Sing	pakk kohupiima	Osta poest või võta külmkapist üks ___pakk___ ___kohupiima___ jne .	37673	18
laps	NOUN	Gen	Sing	sünd	NOUN	Par	Sing	lapse sündi	Pärast ___lapse___ ___sündi___ jäi A. Lindgren koduseks .	37727	810
sõiduk	NOUN	Gen	Sing	ehitamine	NOUN	Par	Sing	sõiduki ehitamist	See algas pärast sisepõlemismootoriga ___sõiduki___ ___ehitamist___ Saksamaal .	37742	4
närimis_kumm	NOUN	Gen	Sing	tootmine	NOUN	Par	Sing	närimiskummi tootmist	Mitmekesise valikuga ___närimiskummi___ tööstuslikku ___tootmist___ alustas ta Portlandis Maine'is 1850. aastal .	37755	4
kool	NOUN	Gen	Sing	lõpetamine	NOUN	Par	Sing	kooli lõpetamist	Pärast ___kooli___ ___lõpetamist___ ( millal ? ) kolisin maale elama .	37771	1013
riik	NOUN	Gen	Sing	nimetus	NOUN	Par	Sing	riigi nimetust	Riigisisestel postisaadetistel ___riigi___ ___nimetust___ ei kirjutata .	37884	184
linn	NOUN	Gen	Sing	nimetus	NOUN	Par	Sing	linna nimetust	Posti sihtnumber kirjutatakse viimasele reale enne ___linna___ või maakonna ___nimetust___ .	37885	269
auto	NOUN	Gen	Plur	kihutamine	NOUN	Par	Sing	autode kihutamist	Jälgin aknast ___autode___ ___kihutamist___ .	37920	196
ahi	NOUN	Gen	Sing	kasutamine	NOUN	Par	Sing	ahju kasutamist	Miks ei tohi pärast ___ahju___ ___kasutamist___ hakata seda kohe puhastama ?	37943	38
ahi	NOUN	Gen	Sing	sein	NOUN	Par	Plur	ahju seinu	Põhjus : sellega võite kahjustada ___ahju___ ___seinu___ .	37951	38
klaas	NOUN	Nom	Sing	vesi	NOUN	Par	Sing	klaas vett	Nõuanne : jätke alati ahju ___klaas___ ___vett___ .	37952	21
mikro_laine_ahi	NOUN	Gen	Sing	sein	NOUN	Par	Plur	mikrolaineahju seinu	ÄRGE puhastage ___mikrolaineahju___ ___seinu___ kohe pärast kasutamist .	37956	12
töö	NOUN	Gen	Sing	efektiivsus	NOUN	Par	Sing	töö efektiivsust	Põhjus : ahjuseintele kogunenud toiduosakesed ja õlipritsmed võivad kuumenedes kahjustada värvi ja vähendada nii ahju ___töö___ ___efektiivsust___ .	37962	552
ahi	NOUN	Gen	Sing	välja_lülita=mine	NOUN	Par	Sing	ahju väljalülitamist	Pärast ___ahju___ ___väljalülitamist___ jätke ALATI 20 sekundit järelvalmimisaega , et temperatuur saaks võrdsustuda .	37964	38
sekund	NOUN	Par	Sing	järel_valmimine	NOUN	Par	Sing	sekundit järelvalmimisaega	Pärast ahju väljalülitamist jätke ALATI 20 ___sekundit___ ___järelvalmimisaega___ , et temperatuur saaks võrdsustuda .	37964	38
pere_naine	NOUN	Gen	Sing	hääl	NOUN	Par	Sing	perenaise häält	Kui ta kuuleb oma ___perenaise___ ___häält___ , siis hakkab ta kisendama .	38033	12
muna	NOUN	Gen	Sing	kest	NOUN	Par	Sing	muna kesta	Vastsed söövad kõigepealt ära ___muna___ ___kesta___ ning kui läheduses muud toitu ei ole , hakkavad nad üksteist sööma .	38084	49
tükk	NOUN	Nom	Sing	maa	NOUN	Par	Sing	tükk maad	Et uus ___tükk___ kuiva ___maad___ jäi täpselt kahe maa vahele , pandi talle nimeks Piirissaar .	38139	30
nädal	NOUN	Gen	Plur	viis	NOUN	Par	Sing	nädalate viisi	Vägimees magas ___nädalate___ ___viisi___ , pea allapoole rippumas .	38145	225
nädal	NOUN	Gen	Plur	viis	NOUN	Par	Sing	nädalate viisi	Kalevipoeg ärkas alles siis , kui oli ___nädalate___ ___viisi___ maganud .	38182	225
tilk	NOUN	Par	Sing	vesi	NOUN	Par	Sing	tilka vett	Mõned muistendid on sarnased nagu kaks ___tilka___ ___vett___ .	38185	2
lepp	NOUN	Gen	Sing	õie_tolm	NOUN	Par	Sing	lepa õietolmu	Lõuna-Eestis on õhus kase ja ___lepa___ ___õietolmu___ .	38243	3
pakk	NOUN	Par	Sing	mängu_kaar	NOUN	Par	Plur	pakki mängukaarte	Tal kulus selleks tuhat kaheksasada ___pakki___ ___mängukaarte___ , kusjuures ta ei kasutanud liimi ega muud kleepainet .	38306	18
kuus_sada	NOUN	Par	Sing	kilo_gramm	NOUN	Par	Sing	kuussada kilogrammi	Selles oli neli tuhat ___kuussada___ ___kilogrammi___ jahu , üheksakümmend kilogrammi soola , tuhat kaheksasada kilogrammi juustu ja kaheksasada kilogrammi tomatipüreed .	38309	1
kilo_gramm	NOUN	Par	Sing	jahu	NOUN	Par	Sing	kilogrammi jahu	Selles oli neli tuhat kuussada ___kilogrammi___ ___jahu___ , üheksakümmend kilogrammi soola , tuhat kaheksasada kilogrammi juustu ja kaheksasada kilogrammi tomatipüreed .	38309	10
kilo_gramm	NOUN	Par	Sing	sool	NOUN	Par	Sing	kilogrammi soola	Selles oli neli tuhat kuussada kilogrammi jahu , üheksakümmend ___kilogrammi___ ___soola___ , tuhat kaheksasada kilogrammi juustu ja kaheksasada kilogrammi tomatipüreed .	38309	10
kilo_gramm	NOUN	Par	Sing	juust	NOUN	Par	Sing	kilogrammi juustu	Selles oli neli tuhat kuussada kilogrammi jahu , üheksakümmend kilogrammi soola , tuhat kaheksasada ___kilogrammi___ ___juustu___ ja kaheksasada kilogrammi tomatipüreed .	38309	10
kilo_gramm	NOUN	Par	Sing	tomati_püreed	NOUN	Par	Sing	kilogrammi tomatipüreed	Selles oli neli tuhat kuussada kilogrammi jahu , üheksakümmend kilogrammi soola , tuhat kaheksasada kilogrammi juustu ja kaheksasada ___kilogrammi___ ___tomatipüreed___ .	38309	10
nädal	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	nädal aega	Igal aastal augustikuus toimub Hispaanias suur toidufestival , mis kestab ___nädal___ ___aega___ .	38319	225
tonn	NOUN	Par	Sing	tomat	NOUN	Par	Plur	tonni tomateid	Suurtelt veoautodelt visatakse tänavatele inimeste sekka sada kakskümmend ___tonni___ ___tomateid___ .	38322	10
dražees	NOUN	Nom	Plur	tablett	NOUN	Par	Plur	dražeesid tablette	Kas te soovite ___dražeesid___ või lahustuvaid ___tablette___ ?	38365	1
