id,verb,verb_compound,verb_feats,verb_is_aux,verb_deprel,sup_verb,sup_verb_feats,sup_verb_deprel,sentence,sentence_id
47290,tükkima,,"ps,neg,impf,main,indic",1,advcl,musitama,"ps,ill,sup,main",xcomp,"Kartserisse saatjate piduliku rongikäigu sõnapildumisest võis Kristjan Jaak aru saada , nagu oleks nimelt tema Kivisillal kedagi preilit ___musitama___ ___tükkinud___ ja pärast seda maadelnud Tartu kõige priskema politseinikuga , kes preili heleda edevusekilke pääle olevat kui maa seest ülesse kerkinud .",8808487
47300,juhtuma,,"af,ps,sg,aux,ps3,pres,indic",0,acl:relcl,tulema,"ps,ill,sup,main",xcomp,"See pole õnneks , mis ihule ___juhtub___ ___tulema___ , ja vaim võib ikke õnnis olla , kui ta ise tahab . ”",8808569
47307,pidama,,"af,ps,sg,mod,ps3,pres,indic",0,root,hakkama,"ps,aux,ill,sup",xcomp,Ikke ___peab___ üks esimeseks ___hakkama___ .,8808642
47311,kippuma,,"af,ps,sg,ps3,impf,main,indic",0,root,tulema,"ps,ill,sup,main",xcomp,"Kõige enne ___kippus___ ___tulema___ jutu lõpuosa ; Faehlmann teadis oma kogemustest , et seda mis tulema hakkab , ei maksa tagasi hirmutada - kui lapsuke sünnibki , jalad ees , pole lugu , küll pääkene on varsti kroonimise sees , kus seegi jääb .",8808721
47319,kippuma,,"af,ps,sg,mod,ps3,impf,indic",0,advcl,kiitma,"ps,aux,ill,sup",xcomp,"Lönnrot peaks varsti Tartu tulema , siis võib mitmes tükis aru pidada ; Lönnrotiga oli küll see häda , et ___kippus___ eestlastele soome kirjaviisi ette ___kiitma___ , mida jälle eestlased ei pea kõige õigemaks ja nähtavasti lähevad saksa eeskujude pääle välja : harjunud asi .",8808761
47346,juhtuma,,"af,ps,sg,aux,ps3,impf,indic",0,advcl,lugema,"ps,ill,sup,main",xcomp,"Too oli ristisõdijate päätükk , kust Jott ___juhtus___ ___lugema___ :",8809154
47353,sattuma,,"af,ps,sg,mod,ps1,impf,indic",0,conj,tulema,"ps,ill,sup,main",xcomp,"Nii vanust asjust kõneletakse , ju vast ___sattusin___ halval päeval ___tulema___ .",8809272
47370,sattuma,,"af,ps,sg,aux,ps3,impf,indic",0,root,olema,"ps,ill,sup,main",xcomp,"Jannsen ___sattuski___ kodus ___olema___ , oli teine kangesti ärritatud , ei küsinud meestelt tuleku põhjendust ega tahtnud midagi kuulda , muudkui hakkas oma murevaeva seletama .",8809462
47376,ulatama,,"af,ps,sg,aux,ps3,impf,indic",0,acl,näitama,"ps,ill,sup,main",xcomp,"Emajõgi oli tintmust ja tundus paigal seisvat , ainult pisuke külmavärin virvendas sääl , kuhu kuu sõrm ___ulatas___ ___näitama___ .",8809508
47378,saama,,"ps,aux,neg,cond,pres",0,ccomp,õppima,"ps,ill,mod,sup",xcomp,"Rõõmuootuse magusat valugi on tuntud : kui isa on tõotanud linna kaasa võtta ; kui ema on lubanud seista hää , et poeg suurkooli ___õppima___ ___saaks___ ; kui koolmeistri koht on käeulatuses paistnud ; kui Jannseni Postimees või Kreutzwaldi kalender on pidanud mõeldavaks paar tagasihoidlist salmi ära trükkida ; kui koolikatsujad on rahule jäänud ja vallamaja postis on tollekohast kirja oodata ; kui üks neitsi on arvanud võimalikuks sõnumiku saata , ommete ei saada veel mitte .",8809532
47384,tegema,,"ps,main,past,partic",1,conj,unustama,"ps,ill,sup,main",ccomp,"Eestivend , ole sina kirikuõpetaja või kooliõpetaja , kaupmees või käsitöötegija , tohter või mõni muu tark , köster , maamõõtja või vallavalitseja - jää ustavaks rahva liikmeks , jaga temaga mõru ja magusat , püüa jõudu mööda hääd teha tema edasi saamiseks , siis oled aus mees kõikide ees , ja oled sa ___teinud___ , mis õige perepoja kohus oli , siis ei saa ka järeltulev sugu sind ___unustama___ . ”",8809579
47388,tegema,,"inf,mod",1,ccomp,olema,"ps,aux,ill,sup",aux,"Ep ole Carl Robertil kuulmata jäänud , et teenijasrahvas on alatihti isekeskis arutanud , mis peaks küll ___teha___ ___olema___ nii paljude raamatutega , nagu neid Kurgja härral riiulis , ja post toob iga päev veel lisa , justkui oldaks raha pääle vihane , endal kõik ehitamised poolele , küllap see Jaagopson üks otskohtlane peab olema .",8809632
47390,soostuma,,"ps,aux,past,partic",1,conj,õnnistama,"ps,ill,sup,main",xcomp,"Kurgja talu matusaia asutamisest ei tahetud kuuldagi ; Sokolovsky tõi igasuguseid põhjendusi esile , kuid oli siiski ___soostunud___ lapsukese kirstupanekut ___õnnistama___ - põhjata teest hoolimata .",8809640
47408,valmistama,,"ps,ill,mod,sup",1,root,kuulama,"ps,aux,ill,sup",conj,"Siiski oli ta pidanud Hansukese magamisaseme ___valmistama___ , Hansukese vada ___kuulama___ , Hansukesele tudijuttu rääkima , siiski oli ta pidanud kardinad ette tõmbama , ise endale suhkruvett segama , öölambi süütama .",8809761
47409,valmistama,,"ps,ill,mod,sup",1,root,tõmbama,"ps,ill,sup,main",conj,"Siiski oli ta pidanud Hansukese magamisaseme ___valmistama___ , Hansukese vada kuulama , Hansukesele tudijuttu rääkima , siiski oli ta pidanud kardinad ette ___tõmbama___ , ise endale suhkruvett segama , öölambi süütama .",8809761
47431,tegema,,"ps,ill,mod,sup",1,parataxis,tegema,"ps,ill,mod,sup",conj,"“ Too Kuressaare oma kah : te peate kehalist tööd ___tegema___ , te peate kehalist tööd ___tegema___ , te kaalute liiaste , noh eks ma rukkitanguputru ja hobeseliha armastand vohmida tõeste ; raguge vai puid , ütles tohter , eks ma siis ragund ka , raksti endale jala sisse ; nüid hüva nõu kallis , võtsin tünni , seisin tolles ja ragusin nõnda et ragises .",8809905
47437,juhtuma,,"af,ps,sg,aux,ps3,pres,indic",0,ccomp,jääma,"ps,ill,sup,main",xcomp,"Vesi läks laialt , ei küsinud , mis ette ___jääma___ ___juhtub___ , ei pärinud , kuhu ja milleks .",8809982
47440,sobima,,"af,ps,aux,cond,pres",0,conj,ehtima,"ps,aux,ill,sup",xcomp,"Jannseni salm teeks au põllumees Jakobsonile , õieti ___sobiks___ tolle mehe salmikut pareminigi ___ehtima___ .",8809996
47441,tahtma,,"af,ps,sg,aux,ps2,pres,indic",0,advcl,petma,"ps,aux,ill,sup",conj,"- sepitses Jannsenist kaelakohtulise Eestirahva Appokriiva Raamatu , kus pandis Postipapa suhu sääratsed sõnad : Kui ___tahad___ ilmast läbi reisi Ja puuduseta elada , Siis pead paljalt ___petma___ tõisi Ja raha tasku toppima ; Mis on mul isamaa ja priius , Mis Eestirahva armastus ; Kas saab mul sellest elu täius Või vanas põlves rõõmustus ?",8810005
47457,juhtuma,,"af,ps,sg,aux,ps3,pres,indic",0,root,ütlema,"ps,ill,sup,main",xcomp,"___Juhtub___ mõni latsekene sõna või teise eesti keelt ___ütlema___ , olgu või vahetunnis , kohe pannakse talle nõgine pliitaraud nigu rangid kaela ja vaenekene peab tolle häbimärgiga elama , nii kaua kui ise mõne õnnetu leiab , kes emakeele pääle eksinud . ”",8810157
47458,juhtuma,,"af,ps,sg,aux,ps3,pres,indic",0,root,elama,"ps,ill,mod,sup",conj,"___Juhtub___ mõni latsekene sõna või teise eesti keelt ütlema , olgu või vahetunnis , kohe pannakse talle nõgine pliitaraud nigu rangid kaela ja vaenekene peab tolle häbimärgiga ___elama___ , nii kaua kui ise mõne õnnetu leiab , kes emakeele pääle eksinud . ”",8810157
47471,tahtma,,"af,ps,sg,ps3,main,pres,indic",0,parataxis,nüüd-hüüdma,"ps,ill,sup,main",xcomp,"“ Hurt tahab hää-pää-mää ! , kui ommetegi kesk-talinamaal on selge hea-pea ; Hurt ___tahab___ ___nüüd-hüüdma___ , kui Veske tahab selget nüid-hüidma ; Hurt ja Hermann tahavad võõras-mõõt , kui ommetegi kostab selgeste võeras-mõet !",8810270
47481,pidama,,"inf,main",0,acl:relcl,seisma,"ps,ill,mod,sup",xcomp,"Sakslased olivad üsna kindlad olnud , et tegutseb Majapõletajate Selts , kelle eesotsas ___pidada___ doktor Veske ___seisma___ .",8810313
47484,õppima,,"ps,ill,mod,sup",0,xcomp,saama,"ps,ill,mod,sup",conj,"Ei olnud ta omal ajal Kreutzwaldi peale kurjaks saanud kitsehabemikuks ja keeletuhnijaks sõimatuse perast , ega Jakobsoni peale , kui see tema saksakeelsed laulud ära needis ; Veske oli valmis ___õppima___ , läks Kurgjale äratust ning juhatust ___saama___ - ja langes nüid omakord sakslaste viha alla kui sakalaner .",8810331
47485,pidama,,"af,ps,sg,aux,ps3,pres,indic",0,parataxis,saama,"ps,aux,ill,sup",conj,"Nüid peaks pöere tulema - selle ta ütles välja oma kirjanduslises ajakirjas Oma Maa : Võeras Venemaa ___peab___ eestlasele tuttavaks omaks maaks , armsaks kodumaaks ___saama___ .",8810333
47486,kippuma,,"pl,ps,neg,ps2,main,pres,imper",1,parataxis,võtma,"ps,aux,ill,sup",xcomp,"Hurt leidis nõudmise üsna kõlbmata ja üleliigse olevat , Hurt oli Vesket juba Leiptsigi linna manitsenud : ärge ___kippuge___ liig vara oma valguse küünald vaka alt ___võtma___ !",8810337
47497,mahtuma,,"af,ps,sg,mod,ps3,impf,indic",0,advcl,istuma,"ps,ill,mod,sup",xcomp,"Ado Grenzsteinil olivad uneta vanapoisi öödel tähevahtimise tuurid pääl käinud , tolleks otstarbeks oli ta katuseharjale väikse püünekese lasnud ehitada , kuhu hää mitu inimest ___istuma___ ___mahtus___ .",8810426
47500,saama,,"inf,main",0,acl,matma,"ps,ill,mod,sup",xcomp,"“ Eestimehed surevad vasta kevadet , Jakobson märtsis , Kunder aprillis ; Rakverre oli kah igavene tegu Kunderit ___matma___ ___saada___ , see oli Peeterburgis tüihvusse surenud ; temast jäi nägemata , kuis mõni kuu hiljem Aleksandre-kool lahti tehti kui Kaarlimõisa Vene Linnakool - noh Kunderikene , seal on su rahva au ja unistus ja raha kokkupanu , kas tahad direktoriks minna - või kes sind oleks võtnudki !",8810441
47503,õppima,,"ps,aux,past,partic",0,acl:relcl,mõistma,"ps,aux,ill,sup",xcomp,"Sellepärast vaigistas Paula söögilaua taha tormavaid lapsi erilise silmavaatega , mida need ___mõistma___ olivad ___õppinud___ .",8810491
47516,arvama,,"af,pl,ps,aux,ps3,pres,indic",0,acl:relcl,seisma,"ps,ill,mod,sup",xcomp,"“ Neid Eestimehi on omajagu , kes ___arvavad___ Eestirahva nagunii haua äärel ___seisma___ , nii et kiire lõpp oleks nende meelest halastustegu . ”",8810615
47521,pidama,,"inf,main",0,acl:relcl,tulema,"ps,aux,ill,sup",xcomp,"Tähtsamal pendrel sirgus ka uue aastasaja uudis - Tausendschön , kellel ___pidada___ ___tulema___ suured kohevad õiekarikad , heledad roosad , keskel karmiinpunase varjuga ; põõsas oli noor alles ega näidanud veel nuppe .",8810670
47529,sattuma,,"af,ps,sg,ps3,impf,main,indic",0,root,nägema,"ps,ill,sup,main",xcomp,"Kui Ado Grenzstein leebel varahommikul troskasse ronis , ___sattus___ teda üksik hilisõhtune uitaja ___nägema___ .",8810733
47531,õppima,,"inf,main",0,conj,tundma,"ps,ill,sup,main",xcomp,"Hea oli kirjutada , käsi mõttele , ei - tundele järele jooksmas , hea oli läinud päevade vaimustust , vapustust sõnasse püüda , läinud ööde hirmu , masendust sõnasse peita , elu väärtust tunnetada surma palge ees , ennast ___tundma___ ___õppida___ vapruses ja arguses , täiuses ja tühisuses .",8810749
47568,saama,,"ps,ill,mod,sup",0,root,leidma,"ps,ill,sup,main",conj,"Kui uus sõna keelesse tuleb , siis ta piab omale teiste seas kindla omakohase asepaiga ___saama___ , piab nõnda ütelda teiste poolt vastu võetama , tuge ___leidma___ , nõnda kui oma sõnadel enamiste kõigil oma veresugulased on , kes neid tuetavad .",8811070
47585,ulatama,,"af,ps,sg,aux,ps2,impf,indic",0,conj,panema,"ps,aux,ill,sup",xcomp,"Ühte aeda oli uhke kaelkirjak tehtud , sellest Eduard Vilde nüüd mõtleski : kuidas eluka pikk kael püsis , kas oli luuavars toeks peidetud , ja kuidas nad ___ulatasid___ pead otsa ___panema___ , kui redeliga , siis mille najal see seisis , kas käsivarre muskleid pingutades hoidis keegi roniriista püsti , kuni teine turnis ?",8811236
47592,juhtuma,,"af,ps,sg,ps3,main,pres,indic",0,advcl,seisma,"ps,ill,sup,main",xcomp,"“ Ja kui kolleegal ___juhtub___ selja taga selts ___seisma___ , siis toda hullem . ”",8811299
47596,saama,,"af,ps,sg,mod,ps3,impf,indic",0,conj,hakkama,"ps,aux,ill,sup",xcomp,"Tuul tõstis häält , tormas saagitsema , ___saigi___ ulakusega ___hakkama___ - Marie Heibergi turban harunes salliks , moondus õhuliseks keraks ja veeres nobedasti mööda kaldapealset , kuni tuul sellele peo alla pani ning pärna okstesse paiskas .",8811308
47626,õppima,,"pl,ps,aux,neg,ps2,pres,imper",0,parataxis,lugema,"ps,ill,sup,main",xcomp,"Oh Under , Semper , Visnapuu , Alle , Barbarus ja muud , ma palun , ma vannutan teid : ___õppige___ enne vähemalt kümneni selgelt ___lugema___ , siis alles hakake luuletama !",8811628
47629,mahtuma,,"af,ps,sg,mod,ps3,impf,indic",0,root,ütlema,"ps,ill,sup,main",advcl,Jõgever ___mahtus___ sõna sekka ___ütlema___ :,8811662
47630,saama,,"ps,mod,past,partic",1,root,nägema,"ps,ill,mod,sup",conj,"Oh kas ükski nendest , kes on kirjutanud riiuli täie raamatuid , on sellest teenitud määral rahuldust ___saanud___ - või on nad kõik pidanud juba eluajal ___nägema___ , kui mõistmata , kui märkamata , kui kasutamata nende pingutuse vili jääb ?",8811702
47639,tahtma,,"af,ps,sg,aux,ps3,impf,indic",0,root,pingutama,"ps,ill,sup,main",advcl,"Tuul ___tahtis___ seda ulakalt ära kiskuda , nii et vanamees Beermann ja abid pidid käsivarremuskleid ___pingutama___ .",8811763
47640,nõustuma,,"af,ps,sg,aux,ps3,impf,indic",0,conj,olema,"ps,aux,ill,sup",xcomp,"Omaenda lipuluuletist Jotil ei leidunud , Jott ei võinud uhkustada hümniga , tema ___nõustus___ ___olema___ Jott Tee , jt , ja teised .",8811769
47642,arvama,,"ps,sg,aux,neg,ps2,pres,imper",1,root,uurima,"ps,aux,ill,sup",conj,"Kui nad peale tema surma selle salmi leiavad , ei ___arva___ nad ometi , et see ongi otsitu , toda uskumata roppust taga ajades peavad nad kõik leheküljed läbi ___uurima___ ja sedaviisi vägisi hüva maitse suhu saama ; vast ülejäänud käsikirju loevad nad juba vabatahtliselt .",8811786
47644,kõlbama,,"af,ps,sg,aux,ps3,impf,indic",0,conj,lõppema,"mod,sup,imps",xcomp,"Ilusa astumisega salm sai , pikaldane ja pidulik , ___kõlbas___ küll uue aja väraval valvaja päevaraamatut ___lõpetama___ , kui see lõpp just täna öösel sündima peaks .",8811795
47645,kõlbama,,"af,ps,sg,aux,ps3,impf,indic",0,conj,sündima,"ps,aux,ill,sup",advcl,"Ilusa astumisega salm sai , pikaldane ja pidulik , ___kõlbas___ küll uue aja väraval valvaja päevaraamatut lõpetama , kui see lõpp just täna öösel ___sündima___ peaks .",8811795
47657,kippuma,,"af,pl,ps,aux,ps3,impf,indic",0,advcl,mõnitama,"ps,ill,sup,main",xcomp,"Vaieldamatu on ju , et Teataja päevil oli ta Vildele meeldinud , nad olid hilisõhtud läbi saksa keeli kudrutanud , egas Hacker päris ilmaasjata ka skandaali teinud ; ja Semper oli suur austaja olnud , armastustki avaldanud , aga kui Alle ja Visnapuu Semperit ___mõnitama___ ___kippusid___ tema passiooni pärast vanasse naisesse , nagu nad suvatsesid väljenduda , siis tõmbus Semper tagasi , see Prantslane , see kombekas kavaler !",8811895
47660,tikkuma,,"af,ps,sg,aux,ps3,pres,indic",0,acl:relcl,halvama,"ps,aux,ill,sup",xcomp,"Üldine konjunktuur on selline , mis kõik ___halvama___ ___tikub___ .",8811925
47666,arvama,,"af,ps,sg,ps3,impf,main,indic",0,parataxis,jätma,"ps,ill,sup,main",xcomp,"Ema oli peljanud poega ilma kanda , vast häbi ka oli olnud külarahvast - vana naine , tütar pea täisealine ja nüüd sihuke asi ; ___arvas___ end sünnitamisel elu ___jätma___ , muretses , mis hakkab põdur mees pisikesega peale , see aimdus sundis teda ööd kui päevad ketrama ja kuduma ja välja õmblema , et mahajääjail paarkümmend aastat poleks vähemalt pesumuret .",8811995
47670,tükkima,,"af,ps,sg,aux,ps3,impf,indic",0,conj,küsima,"ps,aux,ill,sup",xcomp,"Lellal oli olnud ema Liisuga pahandust omakeskis , lell ___tükkis___ raha ___küsima___ , ta nimetas toda laenamiseks , ema andiski , too oli Gustavi koolitusraha küljest murtud .",8812012
47680,valmistama,,"af,ps,sg,aux,ps3,pres,indic",0,ccomp,tulema,"ps,ill,sup,main",xcomp,"“ Ma kuulsin , et kirjarahvas ___valmistab___ homme ___tulema___ .",8812188
47700,õppima,,"inf,main",0,acl,tarvitama,"ps,aux,ill,sup",xcomp,Suremine on ainult sund oma seni mitteteadvaid meeli teadvalt ___tarvitama___ ___õppida___ .,8812320
47701,kippuma,,"inf,mod",0,acl,tegema,"ps,ill,mod,sup",xcomp,"Ta ei kannata selle all , ütles , tal pole ehtsat kodutunnet ; kodu on vaid koht , kuhu ___kippuda___ tööd ___tegema___ , aga kui see on tehtud , siis kippuvat ta jälle teise kohta .",8812337
47703,jõudma,,"ps,mod,neg,impf,indic",1,root,nälgima,"ps,aux,ill,sup",parataxis,Karl August Hermann ei ___jõudnud___ küllalt häbi ja viletsust kannatada oma Endli pärast ; lakkamatult poja võlgu maksnud Hermann pidi viimased elupäevad suisa ___nälgima___ .,8812355
47715,sattuma,,"af,ps,sg,mod,ps1,impf,indic",0,root,sõtkuma,"ps,ill,sup,main",xcomp,Oma ettevaatusest hoolimata ___sattusin___ iga silmapilk ___sõtkuma___ rahvuslikkudel konnasilmadel .,8812463
47719,sattuma,,"af,ps,sg,mod,ps3,impf,indic",0,conj,istuma,"ps,ill,mod,sup",xcomp,"Ta oli hommikupoole ööd näinud sedasama stamm-unenägu , elas justkui läbi romaani s prekrasnoi neznakomkoi , ent korraga ___sattus___ mahajäetud allee pingile ___istuma___ , käes ajaleht pildiga nukrameelsest armastajapaarist selsamal pingil ja pildi kõrval imeilus armastusluuletus ; kuigi Alle sai unes aru , et see on unes , püüdis ta ometi luuletust meele jätta , et ärgates üles kirjutada , ent ärganult ei meenunud midagi peale tühjaks jooksnud elevuse .",8812534
47740,tegema,,"ps,sg,aux,neg,ps2,pres,imper",1,conj,tekkima,"mod,sup,imps",advcl,"Inimene valitseb kõige üle , kuid ei valitse oma aega , tal polegi lõpuks seda , ja kas aja puudumine , selle puudumise pidev tunnetamine ei ___teegi___ teda lõpuks nii tigedalt rahutuks , et ta peab ___tekitama___ varemeid ja tuhamägesid , et rusuhunnikutel aja mõistet taas tunnetada . ”",8812782
47746,tegema,,"af,ps,sg,ps3,impf,main,indic",0,conj,jutlema,"ps,ill,sup,main",xcomp,"Majasõber kõhkles , kas ligi astuda : oli ju sõber rohkem kui kord pahandanud , et inimestest on üleannetus teist inimest tänaval teretada ja kõnetada ning tema mõtete voolu katkestada ; ent juba ___jutlema___ jäänult ___tegi___ seda meeleldi , möödakäija võis koguni kahtlustada , kas suur kirjanik käidaval tänaval oma turritava heeringasabaga turukotti ei demonstreeri .",8812875
47757,tegema,,"af,ps,sg,aux,ps3,impf,indic",0,root,tõusma,"ps,aux,ill,sup",conj,"- värsse , iseäranis üht Der Du von dem Himmel bist , tundide viisi , seda ja teist värssi , ___tegi___ lahtise akna all sügavhingamist ja lõdvestusharjutusi enne voodisse heitmist , aga pidi ikkagi ___tõusma___ ja võtma kas isofeni või novobromiini või phanodormi või kõiki neid järgemööda , aga Barbaruse pulber oli parem .",8813058
47760,harjuma,,"mod,neg,impf,imps,indic",1,root,elama,"ps,aux,ill,sup",xcomp,"Poolest saadik rõivil oli öiti ___harjutud___ ___elama___ : kui pommitamist polnud karta , siis oli karta küüditamist , ja kui küüditamist polnud karta , siis oli karta arreteerimist .",8813065
47762,harjuma,,"ps,main,past,partic",1,root,lugema,"ps,ill,sup,main",xcomp,"Adson oli ___harjunud___ elukaaslase korrespondentsi ___lugema___ ja tema eest kirjadele vastama , et ära hoida närvivapustusi , oli ta ju Printsessi paaž , trubaduur ja erasekretär .",8813076
47765,õppima,,"ps,aux,past,partic",0,conj,armastama,"ps,ill,sup,main",xcomp,"Nad teavad , et on jäänud vähe aega ilmas elada , nad on pika eluaja jooksul elu hindama ja ___armastama___ ___õppinud___ . ”",8813148
47779,pääsema,,"ps,aux,neg,impf,indic",0,obj,minema,"ps,ill,sup,main",xcomp,"Ehk pääses minekut , nagu arvatakse paljud ___minema___ ___pääsenud___ olevat .",8813260
47780,üritama,,"ps,aux,past,partic",1,root,jääma,"ps,ill,sup,main",conj,"Jott Tee ei ___üritanudki___ , keegi peab ka siia ___jääma___ , siin maal eesti keelt kõnelema ja kui Jumal annab , eesti keeles luuletama .",8813261
47802,sattuma,,"ps,main,past,partic",1,parataxis,nägema,"ps,aux,ill,sup",xcomp,"Jotil oli sellest asjast mõningane ettekujutus : neljakümne esimese aasta kaunil juunipäeval oli ta üle Toome minnes ___sattunud___ ___nägema___ , kuidas töörõõmust õhetav venekeelne Olga Lauristin isiklikult vägesid juhatas .",8813554
47803,harjuma,,"ps,neg,impf,main,indic",1,root,lugema,"ps,ill,sup,main",xcomp,"Eestlane oli ___harjunud___ ___lugema___ , ta ei kavatsenud vähemalt oma kodusest raamatukogust niisama lihtsalt loobuda .",8813559
47806,harjuma,,"ps,aux,past,partic",1,parataxis,lugema,"ps,ill,mod,sup",xcomp,"Mis parata , kui isegi vormisuutlikud ja mõtlemisvõimelised poeedid olid minetanud kõik , mis nad iial õppinud või avastanud , aga rahvas ja rahva ohjajad nõudsid uudsevilja , olgu või tungalteradega pooleks - rahvas oli ___harjunud___ ___lugema___ .",8813563
47818,õppima,,"ps,mod,past,partic",1,advcl,tundma,"ps,aux,ill,sup",xcomp,"Vastne Looming tõi ära lehekülgede kaupa patukahetsusartikleid , kus tublimad proosamehed enesekriitika korras võtsid oma raamatud üksipulgi vaatluse alla ega jõudnud küllalt tuhka pähe raputada , et nad sihukeses jutumärkidega vabariigis olid koolis käinud , et nad ideeliselt karistusväärsete teoste kirjutamiseks sule olid haaranud , kuna ei olnud ___õppinud___ ___tundma___ marksismi-leninismi aluseid ega nõukogude kirjandust .",8813666
47830,saama,,"ps,neg,impf,main,indic",1,root,hakkama,"ps,ill,sup,main",xcomp,Nad olid ___hakkama___ ___saanud___ pisikese kangelasteoga .,8813865
47840,õppima,,"ps,neg,impf,main,indic",1,root,tõlgendama,"ps,ill,sup,main",xcomp,"Todaviisi oleme ka ___õppinud___ ___tõlgendama___ , ridade vahelt lootusrikkalt lugema ehk autori tahtmist eirateski .",8814021
47851,sattuma,,"af,ps,sg,aux,ps3,impf,indic",0,root,olema,"ps,aux,ill,sup",csubj,___Sattus___ ___olema___ Rünnumehe eleegia .,8814159
47878,mahtuma,,"ps,main,past,partic",1,advcl,istuma,"ps,ill,sup,main",xcomp,"Jott krabas rõivad sülle , maandus teise kohta , aga paraku naasis pesuruumist eriliselt paks mees ja kergitas Joti jälle üles , nii et Jott enam ___istuma___ ei ___mahtunudki___ , seisis siis ihuväel teistel jalus ja tõugata ning sületäiest aina pudenes midagi , kord sall , kord sokk .",8814553
47900,kippuma,,"af,ps,sg,aux,ps3,impf,indic",0,advcl,tituleerima,"ps,ill,sup,main",xcomp,"Jott arvas aru saavat taolisest elukäsitusest , talle tundus nüüd hoopis teistsugune too pikk kõhn terava ninaga olend , kes oli oma ülikonnast välja kasvanud , kes rääkis ekstaasis või põrpivalt tundide kaupa , kes keeras untsu koosolekute soliidsuse , keda Erni Hiir loobus Õpetaja tänavasse sisse laskmast , kuna püsikülaline ___kippus___ Hiirt oma lemmikluuletajaks ___tituleerima___ ja igal võimatul juhul deklameerima tema noorusvallatusi .",8814792
47902,sattuma,,"af,ps,sg,mod,ps3,impf,indic",0,root,nägema,"ps,aux,ill,sup",xcomp,"Kord ___sattus___ Jott ___nägema___ ja kuulma kahe võsafilosoofi vaidlust , tõsi küll , vaid ositi , sest too vaidlus vältas terve päeva , ilma et oleks teemast välja eksinud - Jott käis vahepeal ametis ja kui naasis , kestis sama päevakorrapunkt .",8814796
47905,valmistuma,,"af,ps,sg,mod,ps3,impf,indic",0,conj,heitma,"ps,aux,ill,sup",xcomp,"Päike kerkis keskhommikusse , veeres üle lõunakaare ja ___valmistus___ magama ___heitma___ .",8814804
47913,õppima,,"ps,ill,sup,main",1,root,armastama,"ps,ill,mod,sup",xcomp,"Peab ___õppima___ ___armastama___ oma osa arengut vihkavas ja vabadusevaenulises maailmas , nii loomulaadivõõras kui see ka ei oleks .",8814854
47915,pääsema,,"af,ps,sg,mod,ps2,pres,indic",0,conj,täitma,"ps,ill,sup,main",advcl,"Imelik asi , mõtles ta , teine luuletaja oleks nagu soovimatu kaasanne oodatud luuletajale , aga tolle üle ei julge keegi nuriseda , et raamatupoest saab head raamatut vaid kingituspakis koos Leniniga ; tolle vene isemõtleja mõnda kunstnahkset köitenumbrit koguneb riiuliraiskajaks mitu , aga kus sa ___pääsed___ , kui kirjastus ja kauplused peavad plaani ___täitma___ ning Leninit aastaringi trükkima ja kaubastama .",8814893
47918,harjuma,,"ps,main,past,partic",0,advcl,otsima,"ps,ill,mod,sup",xcomp,"___Harjunud___ allteksti ___otsima___ , leiad selle hõlpsasti - madalrõhkkond , püsipakane , aga selle vastu nõiasõlm isikliku kodu kaitseks , see on meie tänane elu nagu eile ja nagu homme .",8814903
47920,saama,,"ps,aux,past,partic",1,acl:relcl,hakkama,"ps,ill,mod,sup",xcomp,"Kui jälgida tema värsside intonatsiooni esimeselt leheküljelt viimaseni , seda väljapeetud , virtuooslikult painduvat keelt , siis tekib aukartusetunne töö ees - või materjali vastupanu ületamise suhtes - , millega see praegune kursant kasarmu õhtutundidel ___hakkama___ on ___saanud___ .",8814948
47931,pääsema,,"af,ps,sg,ps1,impf,main,indic",0,acl:relcl,lugema,"ps,ill,sup,main",xcomp,"Esimene keel , milles ___pääsesin___ ___lugema___ , oli vene , ehkki seda oli koolis nii armetult õpetatud .",8814997
47938,tahtma,,"af,aux,imps,pres,indic",0,root,olema,"ps,ill,mod,sup",conj,"Meie kätega ___tahetakse___ kultuuri tõrjetööd teha , mõtles Kuusberg , peavad ___olema___ sõjaväljal karastatud närvid , et üldse vastu pidada .",8815078
47950,sattuma,,"af,pl,ps,aux,ps1,impf,indic",0,conj,jutustama,"ps,aux,ill,sup",xcomp,"“ Vabandage , ___sattusime___ ___jutustama___ , aga ma pole ennast tutvustanud .",8815277
47962,pidama,,"af,ps,sg,mod,ps3,pres,indic",0,conj,kirjutama,"ps,ill,mod,sup",xcomp,"Tulebki nõusse jääda tollega , et lasteaiad korraldatakse ümber venekeelseteks , eesti mudilased hakkavad Tähtvere pargis jalutama pikast nöörist kinni hoides , vabas käes punane lipuke ; ja Joel Sang ___peabki___ dissertatsiooni teemal Eitus eesti keeles ___kirjutama___ venekeelsena ning seda vene keeles kaitsma ; eesti kirjanikud peavadki vene keeles luuletama ja Moskva miljonilisi tiraaže noolima , kuna ladina tähtedega kirjutusmasinaid nagunii ei ole .",8815410
47997,saama,,"ps,neg,impf,main,indic",0,acl,hakkama,"ps,ill,mod,sup",xcomp,"Teet Kallas , kelle Kalle Kurg oli enda asemele jätnud ja kes ilmumisloale pahaaimamatult alla oli kirjutanud , seletas , et akrostihhoniga ___hakkama___ ___saanud___ Rõuk on kunstiinstituudi tudeng ja tema luulet on varem ilmunud Loomingu Raamatukogu Sõnas .",8815670
